EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
1693,50,Female,UK,IT Admin,HR,2,46,Hybrid,5.84,1.7,6.94,9.93,7.8,1.4,27,No,5.44,No,7,80K-100K,1.28,48,2.04,0
1694,53,Prefer not to say,Australia,Project Manager,HR,9,57,Yes,2.28,2.09,9.43,1.89,8.7,1.2,89,No,6.68,Yes,0,80K-100K,1.02,34,2.13,0
1695,40,Female,India,HR Specialist,IT,18,56,Yes,2.69,7.96,2.69,6.0,8.9,1.2,75,Yes,7.04,No,5,100K+,7.15,33,3.31,0
1696,42,Male,Brazil,Software Engineer,HR,4,44,Hybrid,9.02,1.61,5.79,5.78,8.5,1.4,60,Yes,7.55,No,5,60K-80K,5.1,39,1.01,1
1697,26,Non-binary,India,Data Scientist,IT,6,47,No,1.07,9.17,3.11,1.62,5.0,2.2,57,No,8.79,Yes,7,80K-100K,1.93,10,3.48,0
1698,39,Prefer not to say,India,Software Engineer,Sales,13,45,Hybrid,8.35,3.53,8.69,6.71,5.0,5.6,43,No,4.54,No,0,80K-100K,8.71,3,6.57,1
1699,49,Female,India,HR Specialist,Marketing,2,42,Hybrid,5.65,9.09,7.49,3.58,7.1,7.7,112,Yes,7.36,No,4,40K-60K,2.82,29,6.41,0
1700,43,Non-binary,Brazil,Sales Associate,IT,12,50,No,6.03,7.96,8.21,1.93,6.7,1.3,82,No,7.59,No,2,60K-80K,3.94,35,9.73,0
1701,42,Non-binary,Canada,Sales Associate,Engineering,12,46,Yes,7.05,8.84,9.49,2.61,4.0,8.7,22,Yes,3.7,No,5,40K-60K,2.6,31,2.08,1
1702,27,Male,India,Marketing Manager,Marketing,9,37,Hybrid,4.88,2.93,3.09,8.41,6.0,8.4,77,Yes,9.71,Yes,8,100K+,9.34,39,8.79,0
1703,22,Male,Brazil,Project Manager,Sales,1,30,No,2.04,6.36,1.44,1.94,8.5,7.3,16,Yes,8.79,No,9,<40K,7.82,15,4.52,0
1704,26,Non-binary,Brazil,HR Specialist,Sales,5,58,No,1.93,1.84,3.62,5.2,8.5,4.3,78,No,3.61,Yes,2,100K+,7.52,1,4.48,0
1705,33,Non-binary,UK,Marketing Manager,Engineering,7,54,Yes,7.79,2.82,4.59,2.76,5.0,0.0,84,No,7.08,No,8,60K-80K,1.4,19,4.14,1
1706,47,Prefer not to say,Brazil,Customer Support,Marketing,3,55,No,2.99,3.79,6.63,2.46,5.9,7.3,37,No,7.46,No,8,100K+,5.7,37,2.12,0
1707,55,Non-binary,Canada,Software Engineer,Support,11,56,Yes,1.25,7.67,8.18,2.85,6.8,8.8,29,Yes,4.88,No,0,60K-80K,6.18,27,5.31,0
1708,35,Prefer not to say,India,Customer Support,Support,14,32,Hybrid,9.82,1.22,4.15,5.44,8.3,3.4,18,Yes,8.77,Yes,1,40K-60K,4.44,21,8.09,1
1709,47,Non-binary,Brazil,Software Engineer,Sales,7,45,No,9.82,9.13,5.26,3.14,6.7,7.2,31,Yes,7.21,No,3,80K-100K,3.9,7,8.88,1
1710,48,Male,USA,Sales Associate,HR,6,57,Hybrid,4.4,1.64,8.07,1.87,8.8,0.6,92,No,6.92,No,6,100K+,8.67,43,9.67,0
1711,30,Prefer not to say,Brazil,Marketing Manager,Marketing,13,31,No,1.23,4.39,3.03,8.21,8.0,7.1,85,Yes,2.99,Yes,1,100K+,1.21,33,8.07,0
1712,47,Female,Germany,Sales Associate,IT,18,44,No,7.55,1.73,2.95,5.86,8.8,0.7,19,Yes,4.67,Yes,6,80K-100K,6.63,2,6.61,1
1713,43,Male,Germany,Data Scientist,IT,13,30,Hybrid,8.48,7.92,6.3,2.41,7.7,5.9,101,Yes,4.91,No,4,100K+,4.55,14,5.48,1
1714,51,Prefer not to say,Germany,Customer Support,Engineering,12,38,No,2.13,2.27,4.92,5.24,8.4,6.0,101,No,7.6,Yes,9,100K+,6.99,42,8.87,0
1715,38,Prefer not to say,Brazil,Customer Support,Marketing,20,45,Hybrid,2.22,8.96,9.54,1.62,8.2,3.0,63,No,6.57,Yes,6,<40K,2.78,3,7.66,0
1716,47,Female,Canada,Sales Associate,Marketing,0,33,Hybrid,8.4,5.77,4.21,6.22,5.3,0.8,35,No,1.77,No,8,<40K,3.15,14,2.45,1
1717,57,Prefer not to say,India,Data Scientist,Engineering,18,41,Yes,9.3,9.54,7.84,4.06,5.1,9.5,64,No,3.77,Yes,8,80K-100K,6.28,5,7.14,1
1718,22,Non-binary,Australia,Software Engineer,IT,0,30,Hybrid,8.12,3.61,6.25,1.93,8.3,5.4,82,No,5.26,No,2,40K-60K,9.82,17,4.88,1
1719,29,Female,Australia,Marketing Manager,IT,3,30,Yes,2.81,5.09,1.49,2.65,4.4,5.8,42,No,7.63,Yes,2,100K+,9.77,39,6.36,0
1720,56,Male,Australia,Data Scientist,Sales,9,36,Hybrid,4.7,7.25,1.76,4.11,6.0,6.2,25,No,7.69,Yes,6,100K+,3.24,1,9.09,0
1721,36,Male,Canada,Marketing Manager,Support,2,47,No,6.41,8.49,2.83,8.26,8.1,8.9,6,Yes,5.41,No,4,40K-60K,1.92,43,6.87,0
1722,43,Non-binary,UK,Customer Support,HR,19,52,Hybrid,2.44,4.79,2.29,2.56,8.1,0.6,33,Yes,2.05,No,4,100K+,6.31,28,9.45,0
1723,35,Male,USA,Marketing Manager,Marketing,8,57,No,2.9,9.03,3.96,1.99,4.7,8.9,35,Yes,3.64,No,4,40K-60K,4.78,38,8.8,0
1724,47,Prefer not to say,USA,Customer Support,IT,2,52,Yes,3.55,2.06,6.21,5.64,6.4,2.4,5,Yes,3.29,Yes,8,80K-100K,7.86,48,2.16,0
1725,49,Prefer not to say,Germany,Data Scientist,Sales,5,44,No,5.59,7.38,6.42,6.03,6.4,0.8,36,No,8.03,No,3,80K-100K,5.75,14,1.1,0
1726,44,Non-binary,Germany,Customer Support,IT,5,55,Hybrid,5.6,4.13,6.29,1.81,5.6,6.6,61,No,2.62,No,5,40K-60K,5.6,17,4.46,0
1727,35,Male,Brazil,IT Admin,Support,11,59,No,8.33,1.91,2.06,3.56,8.6,9.8,85,Yes,5.18,No,5,40K-60K,6.82,15,8.79,1
1728,45,Male,Australia,Project Manager,Marketing,0,54,Yes,7.78,4.48,6.4,3.36,7.3,0.6,116,Yes,7.04,Yes,6,60K-80K,2.14,46,3.07,1
1729,23,Non-binary,Brazil,Customer Support,Engineering,15,42,No,9.22,8.92,4.69,2.68,8.9,4.3,72,No,9.68,No,1,<40K,7.09,7,7.22,1
1730,47,Female,Australia,Sales Associate,Support,4,45,No,8.5,9.82,9.13,3.84,4.3,5.3,106,No,9.99,No,5,<40K,5.4,42,5.28,1
1731,35,Male,Germany,Data Scientist,IT,8,36,Hybrid,3.28,4.54,9.21,1.33,6.0,2.5,59,No,9.58,Yes,8,100K+,8.38,7,7.71,0
1732,28,Female,India,IT Admin,IT,9,45,Hybrid,3.98,8.98,7.91,6.86,8.2,9.8,92,Yes,7.46,No,2,100K+,2.25,47,2.48,0
1733,24,Male,UK,Software Engineer,HR,12,42,No,5.5,5.59,7.33,9.9,6.1,6.4,63,No,7.72,No,1,40K-60K,3.71,24,3.15,0
1734,44,Male,Brazil,Marketing Manager,IT,14,43,Yes,1.13,7.45,2.03,6.71,5.3,8.4,49,Yes,7.83,No,7,40K-60K,9.55,26,3.18,0
1735,39,Male,UK,IT Admin,Marketing,11,46,No,9.14,1.41,1.76,4.25,9.0,4.2,51,No,8.76,No,0,<40K,5.98,14,5.94,1
1736,59,Male,UK,HR Specialist,Marketing,4,41,Yes,1.4,6.02,8.57,7.01,8.4,3.5,16,No,9.57,Yes,7,100K+,9.36,47,3.61,0
1737,56,Prefer not to say,UK,IT Admin,Engineering,4,58,Yes,3.9,1.63,4.84,6.14,6.7,5.5,59,Yes,5.01,No,4,<40K,7.2,19,8.31,0
1738,36,Female,Germany,Data Scientist,Marketing,17,53,Yes,6.12,3.42,5.06,8.62,6.8,4.4,76,No,4.75,No,8,80K-100K,9.34,26,4.12,0
1739,46,Female,USA,IT Admin,Marketing,11,53,No,5.66,6.1,8.63,6.6,4.0,7.1,118,Yes,5.14,No,8,<40K,3.86,16,6.95,0
1740,58,Male,Germany,IT Admin,IT,2,49,Yes,6.89,8.26,6.59,6.71,8.9,2.7,80,No,6.94,No,3,<40K,1.81,34,9.54,0
1741,49,Male,UK,Sales Associate,Sales,6,42,No,5.75,6.05,2.61,2.99,8.0,4.5,53,No,7.98,No,0,40K-60K,8.22,2,6.46,0
1742,31,Female,Germany,Customer Support,Engineering,16,53,Yes,3.06,9.43,2.9,4.74,4.2,9.0,9,Yes,8.83,Yes,4,100K+,8.24,1,3.18,0
1743,38,Prefer not to say,UK,Marketing Manager,Marketing,18,49,Yes,2.81,8.29,1.06,4.1,4.9,7.6,24,No,5.11,No,6,80K-100K,6.57,48,8.47,0
1744,43,Non-binary,Canada,Project Manager,IT,17,44,No,9.17,2.41,7.4,1.1,8.1,1.7,17,No,4.27,No,8,<40K,6.22,36,1.11,1
1745,47,Non-binary,Australia,Software Engineer,Marketing,0,53,Hybrid,3.38,4.5,5.37,3.82,4.4,8.9,63,No,9.85,No,9,<40K,9.23,35,3.31,0
1746,46,Female,USA,Project Manager,Support,4,50,Hybrid,3.53,7.02,9.55,5.37,8.7,5.9,112,No,3.09,Yes,8,40K-60K,2.59,43,4.49,0
1747,38,Male,Canada,IT Admin,HR,1,33,No,4.72,9.45,7.43,6.4,9.0,6.8,107,No,3.0,No,8,60K-80K,6.55,24,2.76,0
1748,34,Male,India,HR Specialist,Engineering,0,51,No,2.25,9.89,1.93,9.41,8.4,2.9,78,No,7.44,Yes,5,100K+,1.45,49,6.44,0
1749,41,Prefer not to say,Germany,Data Scientist,Marketing,6,31,Hybrid,5.57,7.87,2.45,3.15,7.7,4.4,58,No,2.62,No,1,100K+,2.27,5,6.02,0
1750,46,Non-binary,India,Marketing Manager,Sales,10,57,Hybrid,6.99,6.16,5.52,2.37,6.4,8.1,26,No,4.59,No,4,100K+,4.94,29,4.66,0
1751,25,Prefer not to say,Brazil,Data Scientist,Engineering,10,47,Hybrid,8.07,7.81,9.32,8.83,4.4,3.3,57,No,3.63,Yes,2,<40K,8.39,41,3.65,1
1752,31,Non-binary,Germany,Sales Associate,IT,17,31,No,7.4,3.46,3.23,9.48,7.7,1.7,60,Yes,2.52,No,5,<40K,7.6,1,4.91,1
1753,24,Female,Australia,Data Scientist,HR,16,54,Yes,2.33,3.55,8.43,5.39,6.0,3.8,82,No,6.22,No,4,<40K,9.77,9,3.62,0
1754,39,Non-binary,Canada,Software Engineer,Sales,1,44,No,5.1,6.89,3.81,2.04,6.9,0.7,117,No,4.36,Yes,9,60K-80K,1.4,36,2.99,0
1755,57,Prefer not to say,Australia,HR Specialist,HR,6,59,Hybrid,1.35,8.85,3.43,5.37,5.5,7.2,78,No,5.16,No,0,<40K,4.43,16,4.16,0
1756,43,Prefer not to say,Brazil,Project Manager,Marketing,6,55,Yes,1.16,9.73,9.11,1.98,5.2,1.5,108,Yes,2.76,No,9,100K+,2.43,15,6.42,0
1757,55,Prefer not to say,UK,IT Admin,HR,9,48,No,4.96,4.07,1.43,8.95,5.6,2.9,70,Yes,7.91,No,9,100K+,1.33,10,6.84,0
1758,29,Female,Australia,IT Admin,Sales,20,44,Hybrid,3.28,8.17,6.95,7.37,8.1,8.8,42,Yes,3.83,Yes,1,40K-60K,3.38,37,3.68,0
1759,40,Non-binary,Australia,HR Specialist,Support,2,55,No,7.15,8.66,1.39,3.17,6.1,5.4,103,Yes,4.08,Yes,4,60K-80K,3.2,16,9.53,1
1760,58,Non-binary,UK,Marketing Manager,Marketing,11,49,Yes,7.52,6.61,8.21,8.98,5.6,3.2,115,Yes,3.27,No,5,80K-100K,4.78,38,3.36,1
1761,27,Prefer not to say,Germany,Data Scientist,HR,2,39,Hybrid,9.06,4.13,8.46,6.74,6.2,5.5,79,Yes,4.91,No,0,<40K,2.26,48,7.41,1
1762,47,Non-binary,UK,Marketing Manager,Support,10,57,No,7.85,6.57,9.04,9.58,4.2,2.2,87,No,5.17,Yes,6,80K-100K,5.4,36,1.73,1
1763,55,Male,Canada,Project Manager,Sales,11,53,Yes,1.43,6.26,2.67,9.82,8.5,0.3,86,Yes,5.77,No,2,<40K,9.28,15,6.98,0
1764,27,Male,Australia,Marketing Manager,Support,3,49,Yes,4.34,6.46,2.12,1.03,6.8,6.0,10,No,9.71,No,0,60K-80K,7.73,3,5.14,0
1765,58,Male,UK,Sales Associate,Support,15,40,No,3.46,6.57,5.53,2.08,4.5,7.1,87,No,9.14,Yes,6,60K-80K,8.58,19,6.12,0
1766,54,Non-binary,Brazil,HR Specialist,Marketing,19,55,Yes,4.48,8.62,3.44,5.92,5.4,8.8,4,No,6.48,Yes,6,100K+,8.24,41,2.66,0
1767,43,Female,Brazil,Project Manager,IT,17,39,Hybrid,2.44,2.53,6.46,9.6,8.9,7.7,57,Yes,1.35,Yes,9,60K-80K,4.51,37,4.9,0
1768,42,Female,Australia,Project Manager,IT,3,58,Yes,1.88,4.31,5.62,9.95,7.0,9.3,38,No,6.51,No,2,80K-100K,7.38,48,7.9,0
1769,27,Female,Canada,Customer Support,Marketing,5,52,No,5.69,6.27,2.3,6.11,5.5,9.9,47,No,1.81,No,5,80K-100K,7.79,3,7.9,0
1770,27,Female,India,Project Manager,Support,20,34,Hybrid,7.48,3.55,7.65,2.56,6.1,7.4,93,Yes,7.39,Yes,3,60K-80K,2.85,8,3.14,1
1771,25,Male,Canada,Customer Support,HR,14,38,Yes,7.32,9.8,8.23,2.47,5.3,8.7,79,Yes,4.51,No,3,80K-100K,8.74,24,4.17,1
1772,51,Male,USA,Software Engineer,Marketing,0,49,Yes,5.06,3.37,9.67,7.87,4.2,6.7,19,No,8.54,No,8,<40K,5.12,14,1.03,0
1773,32,Prefer not to say,USA,IT Admin,Marketing,2,48,Hybrid,5.7,5.23,4.56,6.33,8.2,1.7,92,Yes,9.48,No,6,40K-60K,1.15,35,1.81,0
1774,51,Non-binary,USA,Customer Support,Marketing,4,42,Hybrid,5.65,8.9,4.04,5.94,5.5,1.8,80,Yes,4.75,No,5,100K+,6.79,16,2.14,0
1775,52,Non-binary,Australia,HR Specialist,HR,16,47,Yes,7.22,1.72,2.73,5.19,8.2,1.1,18,No,5.14,Yes,8,40K-60K,7.09,7,3.64,1
1776,45,Female,Brazil,Marketing Manager,Sales,13,46,Hybrid,1.43,8.39,2.63,7.53,6.4,9.4,59,No,6.31,No,2,80K-100K,5.97,41,7.83,0
1777,30,Male,Germany,Customer Support,HR,8,56,No,7.39,6.14,3.89,8.72,4.9,6.7,25,No,2.77,Yes,3,100K+,2.91,35,5.59,1
1778,24,Female,Brazil,Project Manager,Engineering,2,35,Yes,6.24,1.29,9.84,3.73,8.0,7.9,78,No,9.35,No,8,40K-60K,5.34,8,8.13,0
1779,52,Prefer not to say,Germany,HR Specialist,IT,12,39,No,2.78,9.13,1.83,2.99,5.9,3.3,24,No,4.9,Yes,3,40K-60K,4.6,12,7.79,0
1780,58,Non-binary,Germany,Customer Support,Marketing,2,31,Yes,1.44,1.35,3.33,7.03,7.5,4.6,14,No,2.5,Yes,6,80K-100K,9.77,49,6.28,0
1781,57,Non-binary,Brazil,Customer Support,Sales,10,53,No,1.98,5.64,1.77,9.23,8.2,0.4,83,No,7.86,No,8,100K+,8.42,46,5.5,0
1782,45,Female,Australia,Project Manager,Sales,1,35,No,5.72,1.44,3.46,4.13,8.8,8.9,93,No,2.97,Yes,3,100K+,7.86,16,9.38,0
1783,52,Prefer not to say,Canada,Sales Associate,HR,14,57,Hybrid,7.83,1.64,1.83,3.45,4.4,8.5,20,Yes,2.29,No,8,40K-60K,2.63,4,6.12,1
1784,27,Non-binary,Germany,Sales Associate,Sales,12,57,Yes,4.01,8.98,5.57,3.04,4.0,7.8,46,Yes,6.07,No,6,100K+,3.98,35,5.35,0
1785,23,Prefer not to say,India,Customer Support,Sales,18,50,Hybrid,4.41,7.89,4.95,3.29,6.7,0.6,34,Yes,7.04,Yes,3,100K+,4.42,45,8.82,0
1786,41,Prefer not to say,Brazil,Sales Associate,Support,15,42,Hybrid,9.41,2.77,2.57,2.21,5.3,1.7,43,Yes,6.13,Yes,2,<40K,5.43,41,1.64,1
1787,49,Female,Brazil,Data Scientist,Support,17,47,Yes,2.92,6.58,2.57,6.37,6.3,3.3,5,Yes,6.91,Yes,5,80K-100K,1.27,45,6.9,0
1788,32,Male,USA,Project Manager,Marketing,6,36,No,1.93,8.15,6.63,3.53,4.4,2.6,115,No,2.04,Yes,2,80K-100K,6.34,32,2.02,0
1789,25,Female,Canada,Data Scientist,Marketing,12,31,Yes,4.09,9.01,4.48,6.53,6.5,8.4,100,Yes,5.28,No,6,<40K,4.22,12,8.38,0
1790,36,Male,USA,HR Specialist,Sales,3,58,Yes,7.71,5.21,1.51,1.75,4.6,1.9,74,Yes,4.21,No,0,40K-60K,6.06,21,8.13,1
1791,27,Prefer not to say,Brazil,Data Scientist,Engineering,8,43,Yes,6.63,9.08,9.28,2.04,8.2,5.3,22,No,9.76,Yes,6,60K-80K,1.08,15,5.53,0
1792,51,Male,Brazil,HR Specialist,Marketing,9,34,Hybrid,4.74,5.57,4.64,5.83,7.8,5.7,107,Yes,1.45,Yes,2,40K-60K,3.89,35,6.95,0
1793,59,Prefer not to say,Germany,Customer Support,Support,8,47,Yes,9.68,7.19,6.32,5.6,4.4,4.3,38,No,3.68,Yes,8,<40K,7.92,3,7.95,1
1794,23,Non-binary,Canada,HR Specialist,IT,6,40,Yes,7.61,9.81,8.97,3.44,8.2,2.4,72,Yes,9.48,No,5,100K+,5.51,2,5.35,1
1795,36,Non-binary,UK,HR Specialist,HR,14,39,Yes,1.56,3.12,4.62,8.44,5.6,9.6,17,Yes,9.85,Yes,6,<40K,8.1,6,9.15,0
1796,32,Non-binary,India,Marketing Manager,Engineering,7,40,No,7.7,2.52,8.39,2.68,5.8,4.1,109,No,8.42,No,8,80K-100K,7.29,16,4.93,1
1797,29,Female,Germany,Data Scientist,Marketing,18,56,No,1.22,4.08,9.23,4.25,4.9,7.3,99,Yes,1.68,No,5,100K+,8.69,23,9.03,0
1798,47,Female,Brazil,Marketing Manager,Support,10,31,No,6.85,2.48,2.57,6.0,8.2,1.8,39,Yes,6.05,Yes,9,40K-60K,1.07,31,6.24,0
1799,26,Prefer not to say,Germany,Customer Support,IT,4,44,No,2.89,3.56,9.03,8.8,6.0,8.2,111,Yes,4.6,No,1,100K+,3.35,41,4.84,0
1800,27,Non-binary,India,Project Manager,HR,1,36,Hybrid,7.27,7.69,2.08,4.77,4.2,2.2,35,No,8.26,No,5,80K-100K,5.94,30,1.04,1
1801,47,Female,Brazil,Data Scientist,HR,9,38,Hybrid,3.79,5.3,3.48,4.59,8.8,6.8,27,No,1.5,No,5,<40K,9.47,3,3.66,0
1802,25,Non-binary,India,Project Manager,Support,15,34,Yes,8.86,4.38,8.27,6.22,5.3,5.1,63,No,2.77,Yes,1,40K-60K,7.12,16,8.81,1
1803,40,Female,UK,Project Manager,Marketing,12,36,Hybrid,4.03,4.32,9.11,3.85,8.7,1.5,82,No,5.4,Yes,6,60K-80K,5.11,4,4.86,0
1804,41,Male,Germany,HR Specialist,HR,7,49,No,6.58,2.75,7.16,7.38,5.5,0.2,93,No,2.42,No,8,60K-80K,2.17,46,4.79,0
1805,54,Male,Australia,IT Admin,IT,8,31,Yes,3.57,5.03,1.94,3.24,8.2,9.3,57,Yes,7.23,Yes,9,<40K,5.44,36,5.4,0
1806,41,Non-binary,Germany,Data Scientist,Engineering,10,32,Yes,9.25,6.62,5.71,8.41,7.3,1.3,37,Yes,8.39,No,3,40K-60K,4.97,28,3.58,1
1807,33,Prefer not to say,USA,Project Manager,Engineering,10,31,No,8.03,2.25,6.15,3.45,8.3,7.0,114,No,7.34,Yes,4,40K-60K,8.01,28,5.42,1
1808,22,Female,Canada,IT Admin,Engineering,15,50,No,3.19,9.76,3.54,9.93,8.9,6.5,78,No,4.96,No,5,100K+,4.72,3,4.38,0
1809,47,Female,Canada,Sales Associate,Engineering,9,51,No,9.54,4.99,9.92,3.85,8.4,3.4,43,Yes,8.91,Yes,0,<40K,3.87,26,9.18,1
1810,35,Male,USA,Project Manager,Marketing,11,52,Hybrid,4.21,9.53,4.02,8.91,6.0,1.9,75,No,2.24,Yes,7,100K+,1.81,39,6.08,0
1811,59,Male,Brazil,Sales Associate,Support,5,48,Yes,6.87,2.21,2.89,4.58,8.1,1.8,1,Yes,3.34,No,8,<40K,1.42,13,8.51,0
1812,58,Prefer not to say,Canada,Data Scientist,Support,11,33,No,7.69,7.9,1.99,3.21,7.6,5.9,72,No,5.41,Yes,0,80K-100K,4.95,7,7.18,1
1813,32,Prefer not to say,India,Customer Support,IT,9,53,Yes,1.21,6.56,4.41,3.04,4.3,5.5,34,No,1.55,No,3,<40K,4.12,13,2.91,0
1814,57,Prefer not to say,Canada,Marketing Manager,Support,17,49,Yes,9.63,8.38,7.23,8.65,8.6,8.8,0,Yes,1.86,Yes,5,100K+,6.0,4,8.81,1
1815,34,Non-binary,Canada,Data Scientist,Sales,17,36,Hybrid,4.1,6.41,3.08,3.78,6.3,6.4,45,Yes,4.58,Yes,9,40K-60K,7.41,16,1.79,0
1816,24,Male,USA,Marketing Manager,Engineering,3,57,Yes,2.71,9.67,7.93,4.05,4.7,8.2,59,No,9.49,Yes,0,<40K,1.36,28,5.04,0
1817,54,Non-binary,Brazil,Marketing Manager,Engineering,8,51,No,8.66,6.64,2.22,2.77,6.1,0.3,62,No,9.18,Yes,2,40K-60K,5.47,47,3.15,1
1818,27,Male,UK,Data Scientist,IT,6,36,No,7.33,8.06,4.96,9.65,7.0,6.7,94,Yes,5.19,No,6,80K-100K,8.76,13,5.84,1
1819,31,Male,Canada,Project Manager,Marketing,17,46,Yes,1.78,8.9,7.32,3.2,6.9,2.3,91,Yes,2.28,No,7,60K-80K,5.1,42,3.7,0
1820,26,Female,Australia,Software Engineer,Marketing,7,48,Yes,2.05,7.43,2.22,3.23,6.9,2.5,44,No,2.6,No,7,60K-80K,5.69,10,7.51,0
1821,44,Male,Canada,Project Manager,Engineering,10,51,Hybrid,7.44,5.72,6.38,9.5,5.3,7.2,56,Yes,4.4,No,4,100K+,5.38,5,9.43,1
1822,31,Male,UK,Project Manager,Marketing,6,45,No,1.67,3.46,8.19,9.11,7.2,7.9,36,No,2.89,Yes,0,<40K,4.51,36,7.38,0
1823,23,Non-binary,USA,Customer Support,Sales,8,32,No,9.25,8.69,6.36,3.24,8.5,3.7,6,No,1.75,Yes,0,80K-100K,1.99,19,4.2,1
1824,34,Male,UK,HR Specialist,Sales,7,44,Yes,7.67,5.33,5.6,8.78,5.9,7.9,109,No,7.06,No,7,80K-100K,2.14,30,6.4,1
1825,23,Non-binary,USA,HR Specialist,IT,2,43,Yes,4.02,6.59,8.54,3.25,7.2,4.4,15,No,6.23,No,4,40K-60K,2.61,47,9.0,0
1826,41,Prefer not to say,India,Project Manager,Engineering,16,44,Yes,4.27,1.71,9.87,1.76,5.2,8.6,49,No,3.62,No,8,100K+,8.13,41,3.43,0
1827,22,Male,USA,Sales Associate,IT,1,43,No,5.56,5.48,2.63,8.38,4.2,0.2,13,No,8.01,No,0,80K-100K,3.48,48,2.06,0
1828,58,Male,India,Customer Support,IT,14,36,Yes,4.25,7.28,7.22,7.94,6.9,0.8,96,No,7.98,Yes,1,<40K,9.53,28,2.18,0
1829,30,Non-binary,India,Marketing Manager,Engineering,13,54,Hybrid,8.05,6.26,1.73,3.65,4.2,7.8,5,Yes,5.42,No,3,80K-100K,8.29,31,5.45,1
1830,38,Prefer not to say,USA,IT Admin,Marketing,17,32,Hybrid,9.77,5.04,1.39,1.81,7.6,6.2,60,Yes,1.87,Yes,9,60K-80K,7.16,36,7.59,1
1831,30,Female,Australia,HR Specialist,IT,15,59,Yes,6.26,3.01,3.53,2.86,7.4,5.6,20,No,9.27,Yes,6,100K+,7.48,43,6.92,0
1832,32,Prefer not to say,Germany,Project Manager,Marketing,19,46,Hybrid,5.01,3.79,9.74,7.94,5.8,6.1,9,Yes,7.02,Yes,3,40K-60K,1.43,49,5.09,0
1833,36,Non-binary,USA,Customer Support,Sales,3,39,Hybrid,3.0,7.31,5.97,9.68,6.1,9.3,31,No,3.22,Yes,7,<40K,6.12,1,7.56,0
1834,45,Prefer not to say,Canada,Software Engineer,HR,19,44,Hybrid,6.88,3.02,3.41,3.33,8.6,6.6,5,No,6.49,Yes,6,60K-80K,9.47,9,6.71,0
1835,59,Non-binary,Australia,Sales Associate,Marketing,5,58,Hybrid,7.17,6.6,2.19,8.36,4.1,6.5,1,Yes,4.65,Yes,4,80K-100K,1.35,12,6.65,1
1836,56,Non-binary,Australia,Data Scientist,Marketing,5,35,Hybrid,7.17,6.31,9.28,3.05,6.8,7.6,38,Yes,6.72,Yes,6,100K+,3.62,23,2.82,1
1837,51,Female,Canada,Project Manager,Support,10,57,No,1.24,9.73,4.26,7.12,8.6,8.7,48,No,5.26,No,7,100K+,1.46,12,3.81,0
1838,52,Male,Germany,Customer Support,HR,16,46,Yes,9.09,1.55,3.76,1.75,8.6,2.6,26,Yes,5.37,No,2,<40K,6.13,42,4.1,1
1839,26,Non-binary,Australia,Project Manager,IT,2,46,Hybrid,4.04,1.97,8.72,6.27,6.9,6.2,55,No,7.62,Yes,2,40K-60K,2.05,9,8.27,0
1840,35,Non-binary,India,IT Admin,Support,12,43,Yes,7.7,5.55,6.44,3.42,5.9,5.8,13,Yes,6.52,No,1,60K-80K,5.31,26,7.98,1
1841,32,Female,Germany,Marketing Manager,HR,2,53,Hybrid,7.84,5.74,2.52,9.33,4.5,1.3,22,No,1.72,Yes,3,40K-60K,7.48,30,3.27,1
1842,30,Non-binary,Brazil,Sales Associate,Engineering,15,54,No,6.85,1.36,4.79,3.61,4.9,5.2,102,No,1.59,No,3,<40K,2.48,20,1.5,0
1843,55,Male,Canada,HR Specialist,Marketing,14,47,No,4.55,8.43,9.35,4.59,7.4,0.7,117,No,3.75,No,3,<40K,7.8,16,7.91,0
1844,33,Female,Germany,HR Specialist,Support,10,54,Hybrid,6.48,5.45,9.11,8.57,4.1,1.8,84,Yes,4.87,No,1,60K-80K,1.54,13,4.69,0
1845,56,Male,USA,HR Specialist,Engineering,17,34,Hybrid,1.36,4.12,1.63,4.94,8.4,9.1,104,No,3.48,No,6,100K+,2.35,35,2.98,0
1846,56,Male,Germany,IT Admin,Support,14,58,Hybrid,7.86,3.87,3.42,3.15,6.9,1.2,50,No,6.86,No,9,100K+,3.52,4,2.05,1
1847,22,Female,India,Data Scientist,Support,4,37,No,1.9,8.75,2.39,5.93,4.2,5.8,93,Yes,2.76,No,2,60K-80K,8.16,25,1.12,0
1848,43,Non-binary,USA,Customer Support,Marketing,15,36,No,4.57,2.77,5.8,8.56,5.2,3.2,24,Yes,7.34,No,9,40K-60K,8.65,13,4.85,0
1849,50,Male,UK,Sales Associate,Marketing,15,52,Yes,1.93,2.44,7.75,4.9,7.0,5.6,52,No,7.96,No,0,60K-80K,2.98,28,4.06,0
1850,29,Male,Canada,Sales Associate,Marketing,16,33,No,8.53,2.92,3.66,2.2,4.2,2.3,87,Yes,2.12,Yes,1,100K+,1.86,45,7.27,1
